Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63397532,12/15/2024 12:30:52 AM,12/15/2024 02:25:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,1167 NOSTRAND AVENUE,NOSTRAND AVENUE,RUTLAND ROAD,FENIMORE STREET,RUTLAND ROAD,FENIMORE STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 02:25:38 AM,09 BROOKLYN,3048090005,BROOKLYN,998002,179365,PHONE,Unspecified,BROOKLYN,,,,,,,,40.658981516844584,-73.9504345652175,"(40.658981516844584, -73.9504345652175)"
63403821,12/15/2024 12:29:42 AM,12/15/2024 01:10:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,850 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 01:10:20 AM,12 BROOKLYN,3009250027,BROOKLYN,984823,174237,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64491693382068,-73.99793520898986,"(40.64491693382068, -73.99793520898986)"
63402339,12/15/2024 12:28:15 AM,12/15/2024 01:28:59 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11221,990 BROADWAY,BROADWAY,VERNON AVENUE,DITMARS STREET,VERNON AVENUE,DITMARS STREET,ADDRESS,BROOKLYN,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 01:29:04 AM,03 BROOKLYN,3015900012,BROOKLYN,1002575,192936,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.696222550514406,-73.93391550502398,"(40.696222550514406, -73.93391550502398)"
63403948,12/15/2024 12:27:07 AM,12/15/2024 01:12:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,850 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,12/15/2024 01:12:29 AM,12 BROOKLYN,3009250027,BROOKLYN,984823,174237,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64491693382068,-73.99793520898986,"(40.64491693382068, -73.99793520898986)"
63400221,12/15/2024 12:25:38 AM,12/15/2024 01:02:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,75 MONTAGUE STREET,MONTAGUE STREET,MONTAGUE TERRACE,HICKS STREET,MONTAGUE TERRACE,HICKS STREET,ADDRESS,BROOKLYN,MONTAGUE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 01:02:49 AM,02 BROOKLYN,3002410004,BROOKLYN,985244,192624,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69538509982487,-73.9964154348318,"(40.69538509982487, -73.9964154348318)"
63395305,12/15/2024 12:25:23 AM,12/15/2024 01:10:45 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,856 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 01:10:49 AM,12 BROOKLYN,3009250029,BROOKLYN,984849,174216,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.644859291626524,-73.99784152051204,"(40.644859291626524, -73.99784152051204)"
63403642,12/15/2024 12:22:54 AM,12/15/2024 05:54:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,180 JOHNSON AVENUE,JOHNSON AVENUE,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,JOHNSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 05:54:50 AM,01 BROOKLYN,3030710010,BROOKLYN,1000265,196741,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70667086397087,-73.94223688699158,"(40.70667086397087, -73.94223688699158)"
63397756,12/15/2024 12:22:31 AM,12/15/2024 01:10:09 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,850 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 01:10:13 AM,12 BROOKLYN,3009250027,BROOKLYN,984823,174237,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64491693382068,-73.99793520898986,"(40.64491693382068, -73.99793520898986)"
63396474,12/15/2024 12:21:48 AM,12/15/2024 01:01:52 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,64 BAYARD STREET,BAYARD STREET,LORIMER STREET,LEONARD STREET,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,BAYARD STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,12/15/2024 01:01:54 AM,01 BROOKLYN,3027220010,BROOKLYN,998235,201254,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71906141289653,-73.9495493411287,"(40.71906141289653, -73.9495493411287)"
63397775,12/15/2024 12:21:19 AM,12/15/2024 01:02:21 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,64 BAYARD STREET,BAYARD STREET,LORIMER STREET,LEONARD STREET,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,BAYARD STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,12/15/2024 01:02:31 AM,01 BROOKLYN,3027220010,BROOKLYN,998235,201254,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71906141289653,-73.9495493411287,"(40.71906141289653, -73.9495493411287)"
63402676,12/15/2024 12:20:17 AM,12/15/2024 12:35:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE Z,WILLIAM COURT,AVENUE Z,WILLIAM COURT,ADDRESS,BROOKLYN,HOMECREST AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/15/2024 12:35:09 AM,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.587065148827286,-73.9570189833512,"(40.587065148827286, -73.9570189833512)"
63394857,12/15/2024 12:20:07 AM,12/15/2024 03:01:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,1308 MYRTLE AVENUE,MYRTLE AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 03:01:45 AM,04 BROOKLYN,3032550016,BROOKLYN,1005411,193675,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.698244605892185,-73.92368586872078,"(40.698244605892185, -73.92368586872078)"
63394808,12/15/2024 12:18:59 AM,12/15/2024 01:56:24 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,228 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,WILLOUGHBY STREET,FULTON STREET,ADDRESS,BROOKLYN,DUFFIELD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 01:56:29 AM,02 BROOKLYN,3001450032,BROOKLYN,988578,191138,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69130537119105,-73.98439331099416,"(40.69130537119105, -73.98439331099416)"
63403884,12/15/2024 12:18:19 AM,12/15/2024 01:48:01 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11203,1007 UTICA AVENUE,UTICA AVENUE,SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,UTICA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 01:48:06 AM,17 BROOKLYN,3047220043,BROOKLYN,1003666,175579,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64857916837508,-73.93003108717276,"(40.64857916837508, -73.93003108717276)"
63401212,12/15/2024 12:18:08 AM,12/15/2024 05:54:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,180 JOHNSON AVENUE,JOHNSON AVENUE,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,JOHNSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 05:54:13 AM,01 BROOKLYN,3030710010,BROOKLYN,1000265,196741,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70667086397087,-73.94223688699158,"(40.70667086397087, -73.94223688699158)"
63402695,12/15/2024 12:17:25 AM,12/15/2024 12:41:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,115 BRIGHTWATER COURT,BRIGHTWATER COURT,BRIGHTON    1 ROAD,BRIGHTON    1 PLACE,BRIGHTON    1 ROAD,BRIGHTON    1 PLACE,ADDRESS,BROOKLYN,BRIGHTWATER COURT,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 12:41:39 AM,13 BROOKLYN,3086820036,BROOKLYN,993674,148957,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.575523540715544,-73.96607613477843,"(40.575523540715544, -73.96607613477843)"
63396160,12/15/2024 12:16:07 AM,12/15/2024 05:09:04 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,128 METROPOLITAN AVENUE,METROPOLITAN AVENUE,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 05:09:07 AM,01 BROOKLYN,3023640113,BROOKLYN,994612,200253,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71631889384281,-73.96262079344841,"(40.71631889384281, -73.96262079344841)"
63398634,12/15/2024 12:16:03 AM,12/15/2024 01:52:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,649 47 STREET,47 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,47 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 01:52:05 AM,07 BROOKLYN,3007580058,BROOKLYN,982786,174197,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6448070399762,-74.00527547829272,"(40.6448070399762, -74.00527547829272)"
63396471,12/15/2024 12:15:20 AM,12/15/2024 12:43:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,180 LENOX ROAD,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 12:43:49 AM,17 BROOKLYN,3050840042,BROOKLYN,997068,177517,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65391056381976,-73.95380443229466,"(40.65391056381976, -73.95380443229466)"
63397677,12/15/2024 12:15:08 AM,12/15/2024 01:05:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,1817 73 STREET,73 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,73 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 01:05:49 AM,11 BROOKLYN,3061947501,BROOKLYN,985845,163062,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.614243791423085,-73.9942550987973,"(40.614243791423085, -73.9942550987973)"
63397534,12/15/2024 12:12:28 AM,12/15/2024 04:25:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,730 MANHATTAN AVENUE,MANHATTAN AVENUE,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,MANHATTAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 04:25:12 AM,01 BROOKLYN,3026200047,BROOKLYN,997512,203850,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.726187917366275,-73.95215243588936,"(40.726187917366275, -73.95215243588936)"
63402307,12/15/2024 12:11:47 AM,12/15/2024 04:20:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,65 NORTH SEVENTH STREET,NORTH SEVENTH STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 04:20:35 AM,01 BROOKLYN,3023170035,BROOKLYN,995026,201581,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.7199634399241,-73.96112523090576,"(40.7199634399241, -73.96112523090576)"
63394811,12/15/2024 12:11:17 AM,12/15/2024 03:01:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,1308 MYRTLE AVENUE,MYRTLE AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 03:01:27 AM,04 BROOKLYN,3032550016,BROOKLYN,1005411,193675,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.698244605892185,-73.92368586872078,"(40.698244605892185, -73.92368586872078)"
63395182,12/15/2024 12:10:48 AM,12/15/2024 12:59:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,315 SUTTER AVENUE,SUTTER AVENUE,OSBORN STREET,MOTHER GASTON BOULEVARD,OSBORN STREET,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,SUTTER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 12:59:59 AM,16 BROOKLYN,3035260021,BROOKLYN,1009714,182455,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66743694294581,-73.90821012276098,"(40.66743694294581, -73.90821012276098)"
63401068,12/15/2024 12:09:51 AM,12/15/2024 02:44:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,29 LOCUST STREET,LOCUST STREET,BROADWAY,BEAVER STREET,BROADWAY,BEAVER STREET,ADDRESS,BROOKLYN,LOCUST STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 02:44:57 AM,04 BROOKLYN,3031340036,BROOKLYN,1001584,194069,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.699334367421585,-73.93748637968389,"(40.699334367421585, -73.93748637968389)"
63398673,12/15/2024 12:09:42 AM,12/15/2024 04:33:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,128 NEWTON STREET,NEWTON STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,NEWTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 04:33:05 AM,01 BROOKLYN,3027197503,BROOKLYN,998980,201801,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.72056158682121,-73.94686056938453,"(40.72056158682121, -73.94686056938453)"
63398700,12/15/2024 12:09:39 AM,12/15/2024 02:36:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,58 MARCY AVENUE,MARCY AVENUE,HOPE STREET,GRAND STREET,HOPE STREET,GRAND STREET,ADDRESS,BROOKLYN,MARCY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 02:36:37 AM,01 BROOKLYN,3023840125,BROOKLYN,996609,198814,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71236661865618,-73.95541958815605,"(40.71236661865618, -73.95541958815605)"
63396247,12/15/2024 12:09:30 AM,12/15/2024 04:24:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,730 MANHATTAN AVENUE,MANHATTAN AVENUE,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,MANHATTAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 04:24:52 AM,01 BROOKLYN,3026200047,BROOKLYN,997512,203850,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.726187917366275,-73.95215243588936,"(40.726187917366275, -73.95215243588936)"
63398691,12/15/2024 12:08:46 AM,12/15/2024 02:14:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11208,1100 LINWOOD STREET,LINWOOD STREET,COZINE AVENUE,FLATLANDS AVENUE,COZINE AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/15/2024 02:14:26 AM,05 BROOKLYN,3044270001,BROOKLYN,1019011,179344,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65886632410776,-73.87471337995981,"(40.65886632410776, -73.87471337995981)"
63402431,12/15/2024 12:07:41 AM,12/15/2024 12:39:48 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,95 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,12/15/2024 12:39:53 AM,17 BROOKLYN,3050840097,BROOKLYN,996734,176957,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.652373963316116,-73.95500919151641,"(40.652373963316116, -73.95500919151641)"
63396308,12/15/2024 12:02:23 AM,12/15/2024 04:32:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,128 NEWTON STREET,NEWTON STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,NEWTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 04:33:02 AM,01 BROOKLYN,3027197503,BROOKLYN,998980,201801,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.72056158682121,-73.94686056938453,"(40.72056158682121, -73.94686056938453)"
63403833,12/15/2024 12:02:14 AM,12/15/2024 12:41:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,465 EAST    7 STREET,EAST    7 STREET,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST    7 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/15/2024 12:41:24 AM,12 BROOKLYN,3053760076,BROOKLYN,991991,172545,PHONE,Unspecified,BROOKLYN,,,,,,,,40.640269393073254,-73.972107444611,"(40.640269393073254, -73.972107444611)"
63402714,12/15/2024 12:00:58 AM,12/15/2024 01:17:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,1 PARKSIDE COURT,PARKSIDE COURT,PARKSIDE AVENUE,DEAD END,PARKSIDE AVENUE,DEAD END,ADDRESS,BROOKLYN,PARKSIDE COURT,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 01:17:05 AM,09 BROOKLYN,3050260301,BROOKLYN,995143,178081,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65546119758987,-73.96074114457409,"(40.65546119758987, -73.96074114457409)"
63396470,12/15/2024 12:00:16 AM,12/15/2024 12:15:19 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,850 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 12:15:24 AM,12 BROOKLYN,3009250027,BROOKLYN,984823,174237,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64491693382068,-73.99793520898986,"(40.64491693382068, -73.99793520898986)"
63397498,12/15/2024 12:00:04 AM,12/15/2024 02:28:33 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,1205 BROADWAY,BROADWAY,LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,ADDRESS,BROOKLYN,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 02:28:36 AM,04 BROOKLYN,3032730006,BROOKLYN,1004562,191465,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69218066014836,-73.92675432905935,"(40.69218066014836, -73.92675432905935)"
63399935,12/14/2024 11:59:37 PM,12/15/2024 05:09:48 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,128 METROPOLITAN AVENUE,METROPOLITAN AVENUE,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 05:09:50 AM,01 BROOKLYN,3023640113,BROOKLYN,994612,200253,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71631889384281,-73.96262079344841,"(40.71631889384281, -73.96262079344841)"
63402640,12/14/2024 11:57:48 PM,12/15/2024 01:33:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,251 ROGERS AVENUE,ROGERS AVENUE,PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,ROGERS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/15/2024 01:33:10 AM,09 BROOKLYN,3012820008,BROOKLYN,997160,182588,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66782920486366,-73.95346315885033,"(40.66782920486366, -73.95346315885033)"
63396295,12/14/2024 11:57:37 PM,12/15/2024 05:07:12 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,128 METROPOLITAN AVENUE,METROPOLITAN AVENUE,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 05:07:14 AM,01 BROOKLYN,3023640113,BROOKLYN,994612,200253,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71631889384281,-73.96262079344841,"(40.71631889384281, -73.96262079344841)"
63400232,12/14/2024 11:56:51 PM,12/15/2024 12:43:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,196 LENOX ROAD,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 12:44:03 AM,17 BROOKLYN,3050840054,BROOKLYN,997174,177525,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65393236800088,-73.9534223972062,"(40.65393236800088, -73.9534223972062)"
63397736,12/14/2024 11:56:32 PM,12/15/2024 12:40:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,465 EAST    7 STREET,EAST    7 STREET,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST    7 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/15/2024 12:40:50 AM,12 BROOKLYN,3053760076,BROOKLYN,991991,172545,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.640269393073254,-73.972107444611,"(40.640269393073254, -73.972107444611)"
63402715,12/14/2024 11:55:21 PM,12/15/2024 01:16:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,822 STERLING PLACE,STERLING PLACE,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 01:17:00 AM,08 BROOKLYN,3012470029,BROOKLYN,997725,184321,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67258505981369,-73.95142303232534,"(40.67258505981369, -73.95142303232534)"
63401185,12/14/2024 11:53:43 PM,12/15/2024 02:23:16 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,759 GRAND STREET,GRAND STREET,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,GRAND STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 02:23:20 AM,01 BROOKLYN,3027830031,BROOKLYN,1000111,198594,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71175718620469,-73.942787970944,"(40.71175718620469, -73.942787970944)"
63397675,12/14/2024 11:53:33 PM,12/15/2024 12:40:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,909 MADISON STREET,MADISON STREET,HOWARD AVENUE,BROADWAY,HOWARD AVENUE,BROADWAY,ADDRESS,BROOKLYN,MADISON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/15/2024 12:40:30 AM,03 BROOKLYN,,BROOKLYN,1006291,190011,PHONE,Unspecified,BROOKLYN,,,,,,,,40.688185629502314,-73.92052426441411,"(40.688185629502314, -73.92052426441411)"
63396453,12/14/2024 11:53:28 PM,12/15/2024 12:11:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,163 26 STREET,26 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,26 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/15/2024 12:11:38 AM,07 BROOKLYN,3006540001,BROOKLYN,984305,179968,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.660647297930005,-73.99980176215517,"(40.660647297930005, -73.99980176215517)"
